N,종목명,현재가,전일비,등락률,액면가,시가,고가,매출액
1418.0,TIGER 200 철강소재,8455.0,25.0,-0.29%,0.0,8490.0,8600.0
1419.0,ARIRANG ESG성장주액티브,7555.0,5.0,+0.07%,0.0,7560.0,7630.0
1420.0,TIGER K게임,9310.0,200.0,-2.10%,0.0,9525.0,9530.0
1421.0,ACE 미국다우존스리츠(합성 H),77260.0,670.0,-0.86%,0.0,77315.0,77315.0
1422.0,메리츠 인버스 2X 미국채10년 ETN(H),13890.0,115.0,+0.83%,0.0,13955.0,13955.0
1423.0,KBSTAR 채권혼합,57750.0,100.0,+0.17%,0.0,57650.0,57830.0
1424.0,ARIRANG 코스피50,21955.0,15.0,+0.07%,0.0,21955.0,22225.0
1425.0,삼성 인버스 항셍테크 ETN(H),13805.0,265.0,-1.88%,0.0,13440.0,13805.0
1426.0,TRUE 인버스 은 선물 ETN,13755.0,165.0,+1.21%,0.0,13800.0,13800.0
1427.0,대신 인버스 철광석 선물 ETN(H),1250.0,20.0,-1.57%,0.0,1270.0,1275.0
1428.0,SOL 유럽탄소배출권선물S&P(H),11455.0,295.0,-2.51%,0.0,11500.0,11500.0
1429.0,TRUE 인버스 베트남 VN30 선물 ETN(H),13680.0,125.0,+0.92%,0.0,13540.0,13680.0
1430.0,ARIRANG 200선물레버리지,27295.0,130.0,-0.47%,0.0,27360.0,27900.0
1431.0,신한 USD K200 선물 바이셀 ETN,6775.0,80.0,+1.19%,0.0,6775.0,6775.0
1432.0,신한 인버스 금 선물 ETN(H),6735.0,15.0,+0.22%,0.0,6735.0,6740.0
1433.0,TIMEFOLIO 탄소중립액티브,8965.0,15.0,+0.17%,0.0,8970.0,8970.0
1434.0,FOCUS ESG리더스,9590.0,70.0,-0.72%,0.0,9680.0,9680.0
1435.0,ARIRANG 우주항공&UAM iSelect,9535.0,20.0,+0.21%,0.0,9515.0,9655.0
1436.0,KBSTAR V&S셀렉트밸류채권혼합,11115.0,45.0,+0.41%,0.0,11120.0,11135.0
1437.0,KODEX 미국클린에너지나스닥,10245.0,125.0,-1.21%,0.0,10370.0,10370.0
1438.0,ACE 원자력테마딥서치,11095.0,30.0,-0.27%,0.0,11125.0,11235.0
1439.0,메리츠 인버스 2X 미국채30년 ETN(H),13235.0,140.0,+1.07%,0.0,13315.0,13330.0
1440.0,ARIRANG 고배당저변동50,11010.0,10.0,-0.09%,0.0,11035.0,11075.0
1441.0,KODEX 미국S&P산업재(합성),23010.0,145.0,-0.63%,0.0,23110.0,23110.0
1442.0,한진칼우,24600.0,50.0,-0.20%,2500.0,24650.0,24700.0
1443.0,KODEX 운송,4715.0,5.0,+0.11%,0.0,4745.0,4765.0
1444.0,TRUE 인버스 플래티넘 선물 ETN,13165.0,350.0,+2.73%,0.0,13115.0,13165.0
1445.0,삼성 레버리지 구리 선물 ETN(H),13135.0,435.0,-3.21%,0.0,13070.0,13220.0
1446.0,하나 레버리지 구리 선물 ETN(H),13035.0,435.0,-3.23%,0.0,13035.0,13035.0
1447.0,KBSTAR 헬스케어채권혼합,10860.0,15.0,-0.14%,0.0,10845.0,10860.0
1448.0,ACE 일본Nikkei225(H),18615.0,20.0,-0.11%,0.0,18460.0,18725.0
1449.0,QV 레버리지 구리 선물 ETN(H),12975.0,535.0,-3.96%,0.0,13075.0,13075.0
1450.0,대신 S&P 인버스 WTI원유 선물 ETN,12970.0,295.0,+2.33%,0.0,13045.0,13045.0
1451.0,TIGER KRX2차전지K-뉴딜레버리지,8355.0,10.0,+0.12%,0.0,8350.0,8650.0
1452.0,메리츠 레버리지 구리 선물 ETN(H),12890.0,485.0,-3.63%,0.0,12980.0,13040.0
1453.0,에셋플러스 코리아플랫폼액티브,5855.0,55.0,-0.93%,0.0,5925.0,5945.0
1454.0,삼성 인버스 2X 항셍테크 ETN(H),12855.0,40.0,-0.31%,0.0,12895.0,12895.0
1455.0,미래에셋 인버스 2X 옥수수 선물 ETN,12815.0,265.0,-2.03%,0.0,14000.0,14000.0
1456.0,메리츠 레버리지 은 선물 ETN(H),12745.0,205.0,-1.58%,0.0,12585.0,12785.0
1457.0,KODEX 최소변동성,10600.0,0.0,0.00%,0.0,10600.0,10600.0
1458.0,대신 철광석 선물 ETN(H) B,12670.0,460.0,+3.77%,0.0,12655.0,12670.0
1459.0,QV 레버리지 은 선물 ETN(H),12665.0,90.0,-0.71%,0.0,12720.0,12720.0
1460.0,신한 인버스 콩 선물 ETN(H),6300.0,65.0,+1.04%,0.0,6300.0,6300.0
1461.0,KBSTAR 글로벌메타버스Moorgate,7180.0,150.0,-2.05%,0.0,7200.0,7200.0
1462.0,VITA MZ소비액티브,7390.0,35.0,-0.47%,0.0,7445.0,7465.0
1463.0,메리츠 S&P 유럽탄소배출권 선물 ETN(H),12560.0,0.0,0.00%,0.0,12560.0,12560.0
1464.0,미래에셋 S&P 유럽탄소배출권 선물 ETN,12550.0,100.0,-0.79%,0.0,12545.0,12550.0
1465.0,넥센우,3485.0,150.0,+4.50%,500.0,3395.0,3510.0
1466.0,KODEX 코스닥150롱코스피200숏선물,8325.0,30.0,-0.36%,0.0,8335.0,8335.0
1467.0,메리츠 S&P 유럽탄소배출권 선물 ETN,12475.0,165.0,-1.31%,0.0,12490.0,12490.0
1468.0,삼성 S&P500 VIX S/T 선물 ETN(H) C,6235.0,25.0,-0.40%,0.0,6210.0,6250.0
1469.0,TRUE S&P 유럽탄소배출권 선물 ETN(H),12445.0,0.0,0.00%,0.0,12445.0,12445.0
1470.0,TRUE 인버스 HSCEI ETN(H) B,12405.0,290.0,-2.28%,0.0,12300.0,12415.0
1471.0,TIGER 로우볼,11415.0,35.0,-0.31%,0.0,11450.0,11465.0
1472.0,신한 인버스 옥수수 선물 ETN(H),6155.0,45.0,-0.73%,0.0,6190.0,6190.0
1473.0,TIGER 배당성장,15770.0,125.0,-0.79%,0.0,15875.0,15895.0
1474.0,TIGER LG그룹+펀더멘털,9140.0,5.0,+0.05%,0.0,9190.0,9260.0
1475.0,메리츠 인버스 2X 대표 농산물 선물 ETN(H),12235.0,25.0,+0.20%,0.0,12290.0,12290.0
1476.0,TRUE 인버스 금 선물 ETN,12160.0,0.0,0.00%,0.0,12160.0,12160.0
1477.0,ARIRANG 200선물인버스2X,6055.0,40.0,+0.67%,0.0,6015.0,6055.0
1478.0,KODEX 미국S&P바이오(합성),23420.0,380.0,-1.60%,0.0,23730.0,23730.0
1479.0,KOSEF 고배당,8280.0,5.0,+0.06%,0.0,8285.0,8330.0
1480.0,KODEX 구리선물(H),6655.0,60.0,-0.89%,0.0,6645.0,6675.0
1481.0,BNK 주주가치액티브,10890.0,20.0,+0.18%,0.0,10900.0,10975.0
1482.0,신한 인버스 구리 선물 ETN(H),5980.0,85.0,+1.44%,0.0,5990.0,6010.0
1483.0,신한 달러인덱스 선물 ETN(H),11910.0,0.0,0.00%,0.0,11915.0,11915.0
1484.0,메리츠 인버스 미국채10년 ETN(H),11905.0,45.0,+0.38%,0.0,11935.0,11935.0
1485.0,KB 레버리지 KOSPI 200 선물 ETN,23790.0,190.0,-0.79%,0.0,23990.0,24200.0
1486.0,삼성 인버스 코스닥 150 선물 ETN,11890.0,160.0,+1.36%,0.0,11750.0,11895.0
1487.0,ACE 글로벌메타버스테크액티브,6600.0,0.0,0.00%,0.0,6645.0,6645.0
1488.0,하나 인버스 코스닥150 선물 ETN,11780.0,75.0,+0.64%,0.0,11655.0,11780.0
1489.0,삼성 인버스 코스피 200 선물 ETN,11740.0,60.0,-0.51%,0.0,11840.0,11840.0
1490.0,메리츠 인버스 2X 국채10년 ETN,11710.0,30.0,-0.26%,0.0,11830.0,11830.0
1491.0,ARIRANG 고배당주채권혼합,10620.0,5.0,+0.05%,0.0,10615.0,10635.0
1492.0,메리츠 대표 농산물 선물 ETN(H),11660.0,25.0,-0.21%,0.0,11660.0,11660.0
1493.0,메리츠 인버스 미국채30년 ETN(H),11660.0,70.0,+0.60%,0.0,11710.0,11710.0
1494.0,KBSTAR 차이나HSCEI(H),7235.0,50.0,-0.69%,0.0,7300.0,7595.0
1495.0,삼양사우,31250.0,400.0,-1.26%,5000.0,31100.0,31300.0
1496.0,신한 인버스 2X 은 선물 ETN(H),2300.0,35.0,+1.55%,0.0,2330.0,2330.0
1497.0,KODEX TDF2050액티브,10455.0,40.0,-0.38%,0.0,10535.0,10535.0
1498.0,TIMEFOLIO Korea플러스배당액티브,10085.0,60.0,+0.60%,0.0,10045.0,10140.0
1499.0,KB 레버리지 KOSDAQ 150 선물 ETN,22820.0,485.0,-2.08%,0.0,23525.0,23670.0
1500.0,KODEX KRX300레버리지,11345.0,135.0,-1.18%,0.0,11520.0,11590.0
1501.0,KB 인버스 2X 구리 선물 ETN(H),22650.0,775.0,+3.54%,0.0,22565.0,22795.0
1502.0,TRUE 금 선물 ETN,11295.0,10.0,-0.09%,0.0,11295.0,11305.0
1503.0,하나 인버스 2X 옥수수 선물 ETN(H),11220.0,200.0,-1.75%,0.0,11300.0,11300.0
1504.0,SK증권우,2860.0,40.0,+1.42%,500.0,2830.0,2920.0
1505.0,삼성 인버스 구리 선물 ETN(H),11095.0,180.0,+1.65%,0.0,11120.0,11120.0
1506.0,TRUE 유로스탁스50 양매도 5% OTM ETN(H),11075.0,0.0,0.00%,0.0,11075.0,11075.0
1507.0,KOSEF 국고채10년레버리지,100575.0,50.0,-0.05%,0.0,100125.0,100575.0
1508.0,KBSTAR 배터리 리사이클링iSelect,10630.0,65.0,-0.61%,0.0,10695.0,10805.0
1509.0,메리츠 인버스 구리 선물 ETN(H),11055.0,0.0,0.00%,0.0,11055.0,11055.0
1510.0,삼성 레버리지 항셍테크 ETN(H),1840.0,5.0,-0.27%,0.0,1940.0,1990.0
1511.0,TIGER 차이나항셍테크레버리지(합성 H),7230.0,5.0,+0.07%,0.0,7600.0,7850.0
1512.0,HANARO 글로벌탄소배출권선물ICE(합성),10985.0,200.0,-1.79%,0.0,11015.0,11015.0
1513.0,메리츠 인버스 국채10년 ETN,10980.0,0.0,0.00%,0.0,11000.0,11000.0
1514.0,KOSEF 미국달러선물인버스,8850.0,15.0,-0.17%,0.0,8835.0,8870.0
1515.0,KOSEF 코스닥150,5225.0,60.0,-1.14%,0.0,5280.0,5320.0
1516.0,신한 인버스 2X 미국달러 선물 ETN,5465.0,50.0,-0.91%,0.0,5430.0,5490.0
1517.0,TRUE S&P500 양매도 4% OTM ETN(H),10890.0,0.0,0.00%,0.0,10890.0,10890.0
1518.0,ARIRANG 우량회사채50 1년,108750.0,35.0,-0.03%,0.0,108770.0,108770.0
1519.0,KODEX Fn K-뉴딜디지털플러스,9055.0,65.0,-0.71%,0.0,9125.0,9155.0
1520.0,DB하이텍1우,96700.0,1600.0,+1.68%,5000.0,95900.0,99000.0
1521.0,에셋플러스 글로벌대장장이액티브,10590.0,60.0,-0.56%,0.0,10680.0,10680.0
1522.0,KB 인버스 2X S&P 500 선물 ETN,10785.0,195.0,+1.84%,0.0,10685.0,10785.0
1523.0,ACE 일본TOPIX레버리지(H),21570.0,20.0,+0.09%,0.0,21685.0,21775.0
1524.0,하나 인버스 2X 콩 선물 ETN(H),10780.0,75.0,+0.70%,0.0,10905.0,10905.0
1525.0,신한 FnGuide 메타버스 ETN,5385.0,30.0,-0.55%,0.0,5480.0,5500.0
1526.0,삼성 인버스 은 선물 ETN(H),10770.0,65.0,+0.61%,0.0,10845.0,10845.0
1527.0,KBSTAR 중장기국공채액티브,97800.0,175.0,-0.18%,0.0,97775.0,97800.0
1528.0,메리츠 인버스 은 선물 ETN(H),10720.0,0.0,0.00%,0.0,10720.0,10720.0
1529.0,삼성 인버스 나스닥 100 ETN(H),10695.0,40.0,+0.38%,0.0,10705.0,10705.0
1530.0,TRUE 인버스 2X S&P500 선물 ETN(H),2135.0,35.0,+1.67%,0.0,2135.0,2135.0
1531.0,파워 코스피100,24115.0,120.0,+0.50%,0.0,24175.0,24350.0
1532.0,TIGER 일본TOPIX(합성 H),16540.0,205.0,+1.25%,0.0,16405.0,16545.0
1533.0,KODEX 미국스마트모빌리티S&P,6585.0,60.0,-0.90%,0.0,6610.0,6610.0
1534.0,ACE 골드선물 레버리지(합성 H),15045.0,30.0,-0.20%,0.0,15045.0,15045.0
1535.0,신한 인버스 Russell 2000 ETN,10500.0,110.0,+1.06%,0.0,10500.0,10500.0
1536.0,메리츠 레버리지 국채5년 ETN,10490.0,15.0,-0.14%,0.0,10490.0,10490.0
1537.0,TRUE 레버리지 유로스탁스50 ETN(H) B,10475.0,45.0,+0.43%,0.0,10490.0,10530.0
1538.0,KB KRX ESG Eco ETN,10440.0,140.0,-1.32%,0.0,10495.0,10495.0
1539.0,신한 레버리지 Russell 2000 ETN,10390.0,190.0,-1.80%,0.0,10410.0,10425.0
1540.0,SOL 차이나태양광CSI(합성),8640.0,30.0,-0.35%,0.0,8510.0,8740.0
1541.0,KB 인버스 2X 은 선물 ETN(H),20710.0,80.0,+0.39%,0.0,20840.0,20840.0
1542.0,대신 알루미늄 선물 ETN(H),10310.0,40.0,-0.39%,0.0,10305.0,10350.0
1543.0,KODEX 미국나스닥100선물인버스(H),12880.0,95.0,+0.74%,0.0,12825.0,12880.0
1544.0,TIGER 유로스탁스레버리지(합성 H),7915.0,25.0,+0.32%,0.0,7960.0,7960.0
1545.0,QV iSelect-WG 그린에너지 ESG ETN,10275.0,0.0,0.00%,0.0,10275.0,10275.0
1546.0,TIGER 은행,6420.0,5.0,+0.08%,0.0,6385.0,6485.0
1547.0,메리츠 국채5년 ETN,10260.0,0.0,0.00%,0.0,10260.0,10260.0
1548.0,메리츠 레버리지 국채3년 ETN,10240.0,5.0,+0.05%,0.0,10240.0,10240.0
1549.0,삼성 인버스 China A50 선물 ETN(H),10235.0,75.0,-0.73%,0.0,10190.0,10285.0
1550.0,SOL KRX300,14620.0,95.0,-0.65%,0.0,14675.0,14700.0
1551.0,KOSEF 물가채KIS,102200.0,90.0,+0.09%,0.0,102070.0,102200.0
1552.0,삼성 인버스 금 선물 ETN(H),10205.0,40.0,+0.39%,0.0,10205.0,10205.0
1553.0,ACE 글로벌브랜드TOP10블룸버그,10200.0,40.0,-0.39%,0.0,10240.0,10240.0
1554.0,KODEX 200동일가중,10195.0,25.0,-0.24%,0.0,10255.0,10255.0
1555.0,대신 인버스 알루미늄 선물 ETN(H),10155.0,0.0,0.00%,0.0,10160.0,10255.0
1556.0,메리츠 국채3년 ETN,10135.0,0.0,0.00%,0.0,10135.0,10135.0
1557.0,SOL 차이나육성산업액티브(합성),7760.0,120.0,+1.57%,0.0,7855.0,7855.0
1558.0,ACE 멕시코MSCI(합성),12605.0,140.0,-1.10%,0.0,12870.0,12870.0
1559.0,WOORI AI ESG액티브,8040.0,25.0,+0.31%,0.0,8090.0,8090.0
1560.0,신한 인버스 은 선물 ETN(H),5020.0,25.0,+0.50%,0.0,5055.0,5055.0
1561.0,KBSTAR 미국고정배당우선증권ICE TR,10025.0,140.0,-1.38%,0.0,10125.0,10125.0
1562.0,KODEX KTOP30,16670.0,5.0,-0.03%,0.0,16790.0,16790.0
1563.0,KB 인버스 2X 금 선물 ETN(H),19835.0,0.0,0.00%,0.0,19835.0,19835.0
1564.0,메리츠 인버스 국채3년 ETN,9905.0,5.0,+0.05%,0.0,9905.0,9905.0
1565.0,일양약품우,22250.0,100.0,-0.45%,2500.0,22000.0,22300.0
1566.0,미래에셋 인버스 천연가스 선물 ETN(H),9865.0,70.0,+0.71%,0.0,9775.0,9865.0
1567.0,메리츠 인버스 천연가스 선물 ETN(H),9860.0,75.0,+0.77%,0.0,9740.0,9865.0
1568.0,대신 인버스 밀 선물 ETN(H),9805.0,45.0,+0.46%,0.0,9800.0,9905.0
1569.0,메리츠 인버스 2X 국채3년 ETN,9795.0,10.0,+0.10%,0.0,9795.0,9795.0
1570.0,메리츠 인버스 국채5년 ETN,9780.0,10.0,+0.10%,0.0,9780.0,9780.0
1571.0,에셋플러스 코리아대장장이액티브,9780.0,65.0,-0.66%,0.0,9910.0,9945.0
1572.0,TRUE 블룸버그 WTI원유 선물 ETN,9775.0,225.0,-2.25%,0.0,9785.0,9785.0
1573.0,삼성 블룸버그 WTI원유 선물 ETN,9750.0,200.0,-2.01%,0.0,9735.0,9750.0
1574.0,태영건설우,7480.0,60.0,+0.81%,500.0,7580.0,7580.0
1575.0,ACE 스마트밸류,12150.0,15.0,-0.12%,0.0,12185.0,12255.0
1576.0,대덕1우,8010.0,210.0,-2.55%,500.0,8250.0,8250.0
1577.0,KODEX TDF2030액티브,10210.0,10.0,-0.10%,0.0,10295.0,10295.0
1578.0,삼성 금 선물 ETN(H),9660.0,60.0,-0.62%,0.0,9650.0,9665.0
1579.0,KOSEF Fn중소형,20125.0,175.0,-0.86%,0.0,20315.0,20340.0
1580.0,KBSTAR KRX300,14860.0,5.0,-0.03%,0.0,14915.0,14990.0
1581.0,메리츠 금 선물 ETN(H),9650.0,20.0,-0.21%,0.0,9645.0,9650.0
1582.0,TRUE 구리 선물 ETN,9645.0,150.0,-1.53%,0.0,9660.0,9660.0
1583.0,TRUE 인버스 2X HSCEI ETN(H),9605.0,115.0,+1.21%,0.0,9185.0,9605.0
1584.0,삼성 인버스 2X 금 선물 ETN(H),9600.0,30.0,+0.31%,0.0,9630.0,9645.0
1585.0,KODEX 일본TOPIX100,15965.0,30.0,-0.19%,0.0,15985.0,15995.0
1586.0,KOSEF 코스피100,23890.0,0.0,0.00%,0.0,23960.0,24100.0
1587.0,삼성 FnGuide 웹 3.0 ETN,9555.0,85.0,+0.90%,0.0,9585.0,9585.0
1588.0,메리츠 인버스 2X 국채5년 ETN,9535.0,0.0,0.00%,0.0,9535.0,9535.0
1589.0,TRUE 플래티넘 선물 ETN,9445.0,175.0,-1.82%,0.0,9470.0,9470.0
1590.0,TIGER 글로벌사이버보안INDXX,9380.0,160.0,-1.68%,0.0,9435.0,9435.0
1591.0,성신양회우,12750.0,100.0,-0.78%,5000.0,12950.0,13100.0
1592.0,마이다스 KoreaStock액티브,17810.0,20.0,-0.11%,0.0,17925.0,18055.0
1593.0,KB S&P 유럽탄소배출권 선물 ETN(H),9275.0,210.0,-2.21%,0.0,9290.0,9290.0
1594.0,TRUE 은 선물 ETN,9250.0,0.0,0.00%,0.0,9250.0,9250.0
1595.0,HANARO 탄소효율그린뉴딜,7705.0,5.0,+0.06%,0.0,7705.0,7785.0
1596.0,메리츠 국채10년 ETN,9215.0,20.0,-0.22%,0.0,9215.0,9215.0
1597.0,KB 레버리지 나스닥 100 ETN,9195.0,110.0,-1.18%,0.0,9240.0,9250.0
1598.0,대신 2X 알루미늄 선물 ETN(H),9175.0,55.0,-0.60%,0.0,9055.0,9210.0
1599.0,KB FnGuide 언택트 ETN,9135.0,110.0,+1.22%,0.0,9105.0,9135.0
1600.0,KODEX 혁신기술테마액티브,11360.0,55.0,+0.49%,0.0,11335.0,11420.0
1601.0,TIGER 미국달러선물레버리지,12960.0,45.0,+0.35%,0.0,13055.0,13075.0
1602.0,삼성 KRX 2차전지 K-뉴딜 ETN,9070.0,35.0,-0.38%,0.0,9095.0,9095.0
1603.0,HANARO 고배당,10665.0,5.0,+0.05%,0.0,10680.0,10740.0
1604.0,KODEX MSCI Korea,15080.0,0.0,0.00%,0.0,15105.0,15230.0
1605.0,FOCUS AI코리아액티브,10025.0,25.0,-0.25%,0.0,10135.0,10135.0
1606.0,미래에셋 인버스 에너지화학 Core5 ETN,4485.0,0.0,0.00%,0.0,4485.0,4485.0
1607.0,KB 레버리지 금 선물 ETN(H),17925.0,40.0,-0.22%,0.0,17925.0,17925.0
1608.0,TIGER 미국나스닥넥스트100,10510.0,125.0,-1.18%,0.0,10510.0,10510.0
1609.0,KOSEF KRX100,4960.0,0.0,0.00%,0.0,4975.0,5015.0
1610.0,덕성우,6370.0,30.0,-0.47%,500.0,6340.0,6530.0
1611.0,KODEX TSE일본리츠(H),12635.0,10.0,+0.08%,0.0,12625.0,12645.0
1612.0,SOL KEDI메가테크액티브,11045.0,45.0,+0.41%,0.0,11000.0,11150.0
1613.0,코오롱글로벌우,28250.0,400.0,+1.44%,5000.0,27600.0,28450.0
1614.0,TRUE 레버리지 베트남 VN30 선물 ETN(H),8815.0,110.0,-1.23%,0.0,8975.0,9305.0
1615.0,크라운제과우,11350.0,150.0,+1.34%,200.0,11000.0,11350.0
1616.0,ACE 코스피,24990.0,60.0,-0.24%,0.0,25060.0,25190.0
1617.0,ARIRANG KRX300,14550.0,5.0,+0.03%,0.0,14585.0,14710.0
1618.0,TRUE FnGuide IoT ETN,8715.0,80.0,-0.91%,0.0,8740.0,8740.0
1619.0,TIMEFOLIO 미국S&P500액티브,10060.0,115.0,-1.13%,0.0,10110.0,10110.0
1620.0,QV 블룸버그 -2X 천연가스 선물 ETN(H),17295.0,250.0,+1.47%,0.0,16975.0,17295.0
1621.0,태양금속우,2615.0,5.0,+0.19%,500.0,2665.0,2665.0
1622.0,HANARO Fn친환경에너지,9585.0,55.0,-0.57%,0.0,9645.0,9690.0
1623.0,메리츠 구리 선물 ETN(H),8620.0,0.0,0.00%,0.0,8620.0,8620.0
1624.0,TREX 펀더멘탈 200,34140.0,95.0,+0.28%,0.0,34140.0,34140.0
1625.0,TIGER S&P글로벌인프라(합성),12140.0,40.0,-0.33%,0.0,12175.0,12175.0
1626.0,메리츠 미국채30년 ETN(H),8495.0,20.0,-0.23%,0.0,8445.0,8495.0
1627.0,대상홀딩스우,9290.0,60.0,-0.64%,1000.0,9320.0,9350.0
1628.0,ACE 미국IT인터넷S&P(합성 H),10605.0,215.0,-1.99%,0.0,10820.0,10820.0
1629.0,메리츠 은 선물 ETN(H),8475.0,0.0,0.00%,0.0,8475.0,8475.0
1630.0,미래에셋 천연가스 선물 ETN(H),8455.0,40.0,-0.47%,0.0,8540.0,8540.0
1631.0,삼성 구리 선물 ETN(H),8445.0,150.0,-1.75%,0.0,8445.0,8445.0
1632.0,TIMEFOLIO 미국나스닥100액티브,9815.0,0.0,0.00%,0.0,9825.0,9825.0
1633.0,메리츠 천연가스 선물 ETN(H),8430.0,70.0,-0.82%,0.0,8545.0,8545.0
1634.0,삼성 은 선물 ETN(H),8415.0,125.0,-1.46%,0.0,8415.0,8415.0
1635.0,ACE 싱가포르리츠,12000.0,150.0,-1.23%,0.0,12065.0,12065.0
1636.0,ARIRANG 국채선물10년,49940.0,195.0,-0.39%,0.0,49990.0,49990.0
1637.0,TIGER 우선주,10755.0,25.0,-0.23%,0.0,10780.0,10875.0
1638.0,ARIRANG 선진국MSCI(합성 H),9970.0,25.0,-0.25%,0.0,9995.0,10080.0
1639.0,KB 인버스 2X KOSDAQ 150 선물 ETN,16705.0,395.0,+2.42%,0.0,16150.0,16705.0
1640.0,ACE 레버리지,5960.0,5.0,-0.08%,0.0,5990.0,6085.0
1641.0,삼성 나스닥 100 ETN(H),8330.0,60.0,-0.72%,0.0,8330.0,8335.0
1642.0,신한 인버스 달러인덱스 선물 ETN(H),8330.0,70.0,-0.83%,0.0,8365.0,8365.0
1643.0,삼성 KRX 리츠 TOP10 월배당 ETN,8320.0,25.0,+0.30%,0.0,8350.0,8350.0
1644.0,TIGER 미국S&P500선물인버스(H),4055.0,35.0,+0.87%,0.0,4030.0,4055.0
1645.0,KB 인버스 KOSPI 200 선물 ETN,11840.0,15.0,+0.13%,0.0,11885.0,11885.0
1646.0,하나 KRX300 ETN,8260.0,70.0,-0.84%,0.0,8330.0,8330.0
1647.0,메리츠 레버리지 국채10년 ETN,8250.0,50.0,-0.60%,0.0,8250.0,8285.0
1648.0,KB 인버스 2X KOSPI 200 선물 ETN,16465.0,95.0,+0.58%,0.0,16405.0,16505.0
1649.0,KB 인버스 KOSDAQ150 선물 ETN,11705.0,45.0,-0.38%,0.0,11760.0,11760.0
1650.0,신한 인버스 2X 다우존스지수 선물 ETN(H),2045.0,20.0,+0.99%,0.0,2040.0,2045.0
1651.0,KODEX 콩선물(H),13615.0,65.0,-0.48%,0.0,13660.0,13660.0
1652.0,HANARO Fn K-반도체,7780.0,5.0,+0.06%,0.0,7830.0,7930.0
1653.0,ACE 중장기국공채액티브,92800.0,175.0,-0.19%,0.0,92755.0,92815.0
1654.0,KBSTAR 중국MSCI China(H),7775.0,5.0,-0.06%,0.0,7775.0,7935.0
1655.0,ACE 차세대가치주액티브,10180.0,25.0,-0.24%,0.0,10315.0,10315.0
1656.0,KOSEF 200선물인버스2X,3000.0,10.0,+0.33%,0.0,2995.0,3005.0
1657.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,10160.0,5.0,+0.05%,0.0,10245.0,10245.0
1658.0,TREX 200,32450.0,95.0,-0.29%,0.0,32560.0,32690.0
1659.0,신한 인버스 2X Russell 2000 ETN,8100.0,160.0,+2.02%,0.0,8120.0,8120.0
1660.0,삼성 알루미늄 선물 ETN,8070.0,0.0,0.00%,0.0,8070.0,8070.0
1661.0,SOL 미국배당다우존스,10065.0,10.0,-0.10%,0.0,10085.0,10130.0
1662.0,메리츠 CSI 300 ETN,8040.0,0.0,0.00%,0.0,8040.0,8040.0
1663.0,KOSEF 블루칩,8030.0,85.0,-1.05%,0.0,8055.0,8110.0
1664.0,KBSTAR KRX300레버리지,11470.0,35.0,-0.30%,0.0,11600.0,11730.0
1665.0,HANARO 글로벌워터MSCI(합성),9995.0,190.0,-1.87%,0.0,10035.0,10040.0
1666.0,TIGER MSCI KOREA ESG유니버설,9490.0,30.0,+0.32%,0.0,9490.0,9490.0
1667.0,QV 블룸버그 2X 천연가스 선물 ETN(H),15925.0,90.0,-0.56%,0.0,16180.0,16180.0
1668.0,KBSTAR 글로벌수소경제Indxx,9350.0,70.0,-0.74%,0.0,9365.0,9370.0
1669.0,ACE 삼성그룹동일가중,15885.0,5.0,-0.03%,0.0,15860.0,15890.0
1670.0,삼성 코스피 양매도 5% OTM ETN,7915.0,0.0,0.00%,0.0,7915.0,7915.0
1671.0,TIGER 이머징마켓MSCI레버리지(합성 H),6900.0,30.0,+0.44%,0.0,6865.0,6965.0
1672.0,ACE 미국S&P500채권혼합액티브,9820.0,10.0,-0.10%,0.0,9970.0,9970.0
1673.0,신한 인버스 다우존스지수 선물 ETN(H),3925.0,20.0,+0.51%,0.0,3915.0,3925.0
1674.0,HANARO KAP초장기국고채,36315.0,225.0,+0.62%,0.0,36055.0,36315.0
1675.0,TIGER 코스닥150바이오테크,7255.0,65.0,-0.89%,0.0,7330.0,7375.0
1676.0,대신 S&P WTI원유 선물 ETN,7830.0,190.0,-2.37%,0.0,7835.0,7845.0
1677.0,KOSEF 200선물레버리지,13480.0,65.0,-0.48%,0.0,13500.0,13795.0
1678.0,KBSTAR KQ고배당,11965.0,80.0,+0.67%,0.0,11990.0,11990.0
1679.0,대신 인버스 철광석 선물 ETN(H) B,7765.0,380.0,-4.67%,0.0,7900.0,7900.0
1680.0,KODEX TDF2040액티브,10345.0,60.0,-0.58%,0.0,10420.0,10420.0
1681.0,SOL KRX기후변화솔루션,9685.0,35.0,-0.36%,0.0,9705.0,9720.0
1682.0,ACE 미국나스닥100채권혼합액티브,9670.0,25.0,-0.26%,0.0,9800.0,9800.0
1683.0,하나 코스닥150 선물 ETN,7730.0,20.0,+0.26%,0.0,7745.0,7745.0
1684.0,히어로즈 TDF2040액티브,10220.0,130.0,-1.26%,0.0,10335.0,10335.0
1685.0,ARIRANG 단기채권액티브,106455.0,25.0,-0.02%,0.0,106460.0,106460.0
1686.0,히어로즈 TDF2050액티브,10215.0,50.0,-0.49%,0.0,10330.0,10330.0
1687.0,TIMEFOLIO K컬처액티브,6375.0,100.0,-1.54%,0.0,6455.0,6455.0
1688.0,ACE 중국과창판STAR50,7640.0,200.0,+2.69%,0.0,7755.0,7755.0
