N,종목명,현재가,전일비,등락률,액면가,시가,고가,매출액
1149.0,신한 레버리지 금 선물 ETN,17100.0,50.0,-0.29%,0.0,17100.0,17100.0,
1150.0,KODEX 미국배당프리미엄액티브,10350.0,30.0,-0.29%,0.0,10445.0,10445.0,
1151.0,신한 레버리지 S&P500 선물 ETN,17050.0,110.0,-0.64%,0.0,17110.0,17110.0,
1152.0,대신 인버스 2X 알루미늄 선물 ETN(H),33995.0,315.0,+0.94%,0.0,34160.0,34160.0,
1153.0,HANARO Fn전기&수소차,8465.0,0.0,0.00%,0.0,8465.0,8550.0,
1154.0,미래에셋 인버스 2X 코스닥150 선물 ETN,16700.0,405.0,+2.49%,0.0,16225.0,16710.0,
1155.0,삼성 미국 대형 가치주 ETN(H),16645.0,0.0,0.00%,0.0,16645.0,16645.0,
1156.0,진도,2670.0,85.0,-3.09%,500.0,2755.0,2755.0,590.0
1157.0,TIGER MKF배당귀족,10890.0,0.0,0.00%,0.0,10890.0,10960.0,
1158.0,미래에셋 인버스 2X 코스피200 선물 ETN,16500.0,75.0,+0.46%,0.0,16465.0,16545.0,
1159.0,신한 구리 선물 ETN(H),16420.0,0.0,0.00%,0.0,16420.0,16420.0,
1160.0,KBSTAR 200선물인버스2X,2985.0,15.0,+0.51%,0.0,2975.0,2995.0,
1161.0,QV S&P500 버퍼10% 9월 ETN,10905.0,0.0,0.00%,0.0,10905.0,10905.0,
1162.0,세방우,8850.0,550.0,-5.85%,500.0,9490.0,9490.0,
1163.0,QV 코스피 200 ETN,32545.0,205.0,-0.63%,0.0,32645.0,32645.0,
1164.0,삼성 레버리지 은 선물 ETN(H),10830.0,220.0,-1.99%,0.0,10685.0,10910.0,
1165.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,16135.0,205.0,+1.29%,0.0,15845.0,16205.0,
1166.0,TIGER KRX기후변화솔루션,9610.0,10.0,-0.10%,0.0,9630.0,9750.0,
1167.0,신한 레버리지 다우존스지수 선물 ETN(H),32175.0,295.0,-0.91%,0.0,32200.0,32290.0,
1168.0,KOSEF 미국방어배당성장나스닥,13380.0,10.0,+0.07%,0.0,13450.0,13450.0,
1169.0,성문전자,1645.0,0.0,0.00%,500.0,1645.0,1675.0,493.0
1170.0,TIGER 미국달러선물인버스2X,6650.0,30.0,-0.45%,0.0,6610.0,6700.0,
1171.0,대신343 K200,31875.0,0.0,0.00%,0.0,31875.0,31875.0,
1172.0,대한항공우,28650.0,50.0,-0.17%,5000.0,28850.0,29150.0,
1173.0,체시스,992.0,10.0,+1.02%,500.0,992.0,1005.0,328.0
1174.0,TIGER AI코리아그로스액티브,11210.0,5.0,-0.04%,0.0,11250.0,11320.0,
1175.0,TIGER 미국나스닥100레버리지(합성),8030.0,140.0,-1.71%,0.0,8135.0,8135.0,
1176.0,미래에셋 레버리지 옥수수 선물 ETN,31200.0,620.0,+2.03%,0.0,30965.0,31200.0,
1177.0,TIGER 200TR,17325.0,35.0,-0.20%,0.0,17345.0,17475.0,
1178.0,삼화전자,2980.0,50.0,-1.65%,1000.0,3045.0,3080.0,443.0
1179.0,HANARO 200선물레버리지,16800.0,305.0,+1.85%,0.0,16565.0,16800.0,
1180.0,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,15495.0,910.0,-5.55%,0.0,15500.0,15620.0,
1181.0,TIGER 탄소효율그린뉴딜,7740.0,15.0,-0.19%,0.0,7790.0,7845.0,
1182.0,삼성 레버리지 China A50 선물 ETN(H),30830.0,95.0,-0.31%,0.0,31190.0,31190.0,
1183.0,TIGER 리츠부동산인프라채권TR KIS,4635.0,5.0,-0.11%,0.0,4640.0,4640.0,
1184.0,미래에셋 코스닥150 Auto-KO-P 2212-01 ETN,15135.0,195.0,+1.31%,0.0,14925.0,15135.0,
1185.0,미래에셋 중국 심천 100 ETN,15040.0,0.0,0.00%,0.0,15040.0,15040.0,
1186.0,ACE 미국친환경그린테마INDXX,10740.0,40.0,-0.37%,0.0,10780.0,10780.0,
1187.0,TIGER S&P글로벌헬스케어(합성),20005.0,145.0,+0.73%,0.0,19915.0,20065.0,
1188.0,TIGER 원유선물Enhanced(H),4580.0,120.0,-2.55%,0.0,4610.0,4610.0,
1189.0,SOL 미국S&P500ESG,10320.0,60.0,-0.58%,0.0,10375.0,10375.0,
1190.0,TIGER 미국나스닥100커버드콜(합성),9630.0,35.0,-0.36%,0.0,9700.0,9700.0,
1191.0,태원물산,3925.0,60.0,-1.51%,500.0,3970.0,3985.0,147.0
1192.0,삼성 레버리지 나스닥 100 ETN(H),7455.0,110.0,-1.45%,0.0,7460.0,7510.0,
1193.0,KODEX 미국S&P에너지(합성),14295.0,125.0,+0.88%,0.0,14170.0,14405.0,
1194.0,KODEX IT,16520.0,5.0,+0.03%,0.0,16580.0,16770.0,
1195.0,BYC우,138000.0,1000.0,+0.73%,5000.0,137000.0,138500.0,
1196.0,TRUE 블룸버그 레버리지 천연가스 선물 ETN,14860.0,235.0,-1.56%,0.0,15195.0,15195.0,
1197.0,미래에셋 에너지화학 Core5 ETN,14815.0,0.0,0.00%,0.0,14815.0,14815.0,
1198.0,하나 레버리지 콩 선물 ETN(H),29475.0,205.0,-0.69%,0.0,29470.0,29605.0,
1199.0,삼성 China A50 선물 ETN(H),14710.0,0.0,0.00%,0.0,14710.0,14710.0,
1200.0,신한 레버리지 미국달러 선물 ETN,14660.0,0.0,0.00%,0.0,14745.0,14745.0,
1201.0,KBSTAR 미국S&P원유생산기업(합성 H),6930.0,0.0,0.00%,0.0,7000.0,7000.0,
1202.0,미래에셋 원유선물혼합 ETN(H),28855.0,780.0,-2.63%,0.0,28950.0,28950.0,
1203.0,TIGER 농산물선물Enhanced(H),7760.0,45.0,+0.58%,0.0,7740.0,7760.0,
1204.0,TIGER 200 헬스케어,17850.0,120.0,-0.67%,0.0,17950.0,18020.0,
1205.0,KBSTAR 내수주플러스,7885.0,30.0,-0.38%,0.0,7910.0,7945.0,
1206.0,SOL 글로벌탄소배출권선물IHS(합성),11340.0,270.0,-2.33%,0.0,11410.0,11415.0,
1207.0,한국주강,2505.0,5.0,+0.20%,500.0,2500.0,2510.0,453.0
1208.0,금호전기,1020.0,20.0,-1.92%,500.0,1025.0,1050.0,416.0
1209.0,TIGER 200IT레버리지,35060.0,195.0,-0.55%,0.0,35500.0,36340.0,
1210.0,TIGER Fn신재생에너지,9815.0,130.0,-1.31%,0.0,9960.0,10005.0,
1211.0,ACE 200TR,19890.0,35.0,-0.18%,0.0,19910.0,20100.0,
1212.0,TIGER 차이나CSI300인버스(합성),8695.0,40.0,+0.46%,0.0,8670.0,8705.0,
1213.0,미래에셋 K200 Auto-KO-P 2212-01 ETN,13775.0,5.0,+0.04%,0.0,13700.0,13780.0,
1214.0,ACE 국고채3년,101660.0,100.0,-0.10%,0.0,101580.0,101660.0,
1215.0,신한 브렌트원유 선물 ETN(H),13705.0,265.0,-1.90%,0.0,13730.0,13740.0,
1216.0,하나 레버리지 옥수수 선물 ETN(H),27265.0,590.0,+2.21%,0.0,27265.0,27265.0,
1217.0,삼성 레버리지 금 선물 ETN(H),27260.0,195.0,-0.71%,0.0,27245.0,27360.0,
1218.0,ARIRANG 미국장기우량회사채,85390.0,465.0,-0.54%,0.0,85840.0,85840.0,
1219.0,한화투자증권우,5580.0,30.0,+0.54%,5000.0,5650.0,5650.0,
1220.0,KOSEF 미국달러선물,14165.0,5.0,+0.04%,0.0,14230.0,14230.0,
1221.0,KODEX 헬스케어,12095.0,75.0,-0.62%,0.0,12180.0,12215.0,
1222.0,신한 금 선물 ETN(H),13265.0,25.0,-0.19%,0.0,13230.0,13265.0,
1223.0,삼성 KRX 금현물 ETN,13245.0,0.0,0.00%,0.0,13245.0,13245.0,
1224.0,신한 콩 선물 ETN(H),13215.0,100.0,-0.75%,0.0,13215.0,13215.0,
1225.0,KBSTAR 국채선물10년,49430.0,135.0,+0.27%,0.0,49200.0,49430.0,
1226.0,HANARO 코스닥150,10485.0,130.0,-1.22%,0.0,10645.0,10675.0,
1227.0,TRUE 인버스 2X 구리 선물 ETN,25805.0,870.0,+3.49%,0.0,25965.0,25965.0,
1228.0,TIGER 골드선물(H),12540.0,25.0,-0.20%,0.0,12525.0,12545.0,
1229.0,QV 인버스 미국 IT TOP5 ETN(H),12735.0,0.0,0.00%,0.0,12735.0,12735.0,
1230.0,대신 인버스 천연가스 선물 ETN(H),3180.0,15.0,+0.47%,0.0,3155.0,3180.0,
1231.0,코아스,820.0,14.0,-1.68%,500.0,834.0,840.0,1108.0
1232.0,KODEX 에너지화학,15680.0,60.0,-0.38%,0.0,15740.0,15960.0,
1233.0,ARIRANG 미국단기우량회사채,109250.0,50.0,+0.05%,0.0,109250.0,109250.0,
1234.0,KODEX S&P글로벌인프라(합성),13965.0,290.0,-2.03%,0.0,14120.0,14120.0,
1235.0,메리츠 레버리지 대표 농산물 선물 ETN(H),25055.0,25.0,-0.10%,0.0,25145.0,25155.0,
1236.0,ARIRANG 미국나스닥테크,19265.0,150.0,-0.77%,0.0,19335.0,19340.0,
1237.0,KBSTAR 비메모리반도체액티브,7825.0,25.0,-0.32%,0.0,7845.0,7960.0,
1238.0,KODEX 탄소효율그린뉴딜,7795.0,20.0,-0.26%,0.0,7865.0,7880.0,
1239.0,TIGER 삼성그룹펀더멘털,10730.0,10.0,-0.09%,0.0,10765.0,10855.0,
1240.0,삼성 레버리지 코스피200 선물 ETN,24240.0,355.0,+1.49%,0.0,23895.0,24240.0,
1241.0,미래에셋 인버스 2X 은 선물 ETN,24125.0,485.0,+2.05%,0.0,24125.0,24125.0,
1242.0,KB 인버스 천연가스 선물 ETN,5355.0,40.0,+0.75%,0.0,5310.0,5355.0,
1243.0,TRUE 인버스 2X 은 선물 ETN,23965.0,300.0,+1.27%,0.0,24345.0,24365.0,
1244.0,신한 레버리지 코스피 200 선물 ETN,23810.0,140.0,-0.58%,0.0,23830.0,24240.0,
1245.0,미래에셋 인버스 코스닥150 선물 ETN,11895.0,140.0,+1.19%,0.0,11740.0,11895.0,
1246.0,하이트론,2470.0,0.0,0.00%,2500.0,0.0,0.0,275.0
1247.0,신한 인버스 코스피 200 선물 ETN,11840.0,20.0,+0.17%,0.0,11860.0,11860.0,
1248.0,ACE 친환경자동차밸류체인액티브,9465.0,115.0,-1.20%,0.0,9575.0,9615.0,
1249.0,미래에셋 인버스 코스피200 선물 ETN,11795.0,45.0,-0.38%,0.0,11860.0,11860.0,
1250.0,신한 인버스 코스닥 150 선물 ETN,11760.0,0.0,0.00%,0.0,11760.0,11760.0,
1251.0,대신 레버리지 코스닥 150 선물 ETN,23400.0,55.0,+0.24%,0.0,23460.0,23460.0,
1252.0,TRUE 인버스 2X 금 선물 ETN,23365.0,75.0,+0.32%,0.0,23420.0,23420.0,
1253.0,신한 옥수수 선물 ETN(H),11665.0,90.0,+0.78%,0.0,11600.0,11675.0,
1254.0,KODEX 미디어&엔터테인먼트,12930.0,285.0,-2.16%,0.0,13210.0,13305.0,
1255.0,TIGER 구리실물,9865.0,115.0,-1.15%,0.0,9980.0,9980.0,
1256.0,ACE ESG액티브,7010.0,10.0,-0.14%,0.0,7045.0,7055.0,
1257.0,KODEX 미국러셀2000(H),11755.0,145.0,-1.22%,0.0,11770.0,11795.0,
1258.0,신한 은 선물 ETN(H),11460.0,60.0,-0.52%,0.0,11395.0,11460.0,
1259.0,일정실업,19050.0,200.0,+1.06%,5000.0,19900.0,19900.0,318.0
1260.0,TRUE 레버리지 코스닥 150 선물 ETN,22850.0,520.0,-2.23%,0.0,23360.0,23570.0,
1261.0,하나 레버리지 코스닥150 선물 ETN,22725.0,640.0,-2.74%,0.0,23410.0,23685.0,
1262.0,삼성 레버리지 코스닥150 선물 ETN,22705.0,540.0,-2.32%,0.0,23315.0,23560.0,
1263.0,대덕전자1우,10800.0,100.0,-0.92%,500.0,10900.0,11000.0,
1264.0,메리츠 인버스 2X 구리 선물 ETN(H),22630.0,460.0,+2.07%,0.0,22630.0,22630.0,
1265.0,하나 인버스 2X 구리 선물 ETN(H),22455.0,745.0,+3.43%,0.0,22515.0,22555.0,
1266.0,코리아써우,7560.0,60.0,-0.79%,500.0,7600.0,7690.0,
1267.0,KODEX 코스피대형주,11775.0,15.0,+0.13%,0.0,11800.0,11855.0,
1268.0,SOL 국고채3년,100225.0,120.0,-0.12%,0.0,100285.0,100285.0,
1269.0,KODEX K-로봇액티브,10450.0,80.0,+0.77%,0.0,10425.0,10665.0,
1270.0,삼성중공우,191000.0,0.0,0.00%,1000.0,190000.0,191500.0,
1271.0,TIGER 차이나반도체FACTSET,6840.0,145.0,-2.08%,0.0,6950.0,7000.0,
1272.0,KODEX 차이나A50,18230.0,25.0,-0.14%,0.0,18490.0,18490.0,
1273.0,대상우,15950.0,0.0,0.00%,1000.0,15950.0,16050.0,
1274.0,QV 인버스 레버리지 구리 선물 ETN(H),21780.0,0.0,0.00%,0.0,21780.0,21780.0,
1275.0,KODEX K-친환경선박액티브,10315.0,0.0,0.00%,0.0,10315.0,10420.0,
1276.0,대신 밀 선물 ETN(H),10810.0,25.0,-0.23%,0.0,10835.0,10860.0,
1277.0,KODEX TRF5050,11960.0,25.0,-0.21%,0.0,11970.0,11970.0,
1278.0,메리츠 레버리지 인플레이션 국채 ETN,10710.0,15.0,+0.14%,0.0,10680.0,10710.0,
1279.0,삼성 코스피 풋매도 4% OTM ETN,10540.0,0.0,0.00%,0.0,10540.0,10540.0,
1280.0,TRUE 레버리지 금 선물 ETN,21035.0,80.0,-0.38%,0.0,21035.0,21035.0,
1281.0,메리츠 인플레이션 국채 ETN,10475.0,0.0,0.00%,0.0,10475.0,10475.0,
1282.0,미래에셋 미디어엔터 Core5 ETN,10465.0,0.0,0.00%,0.0,10465.0,10465.0,
1283.0,KODEX TRF7030,13050.0,100.0,-0.76%,0.0,13085.0,13085.0,
1284.0,메리츠 인버스 2X 은 선물 ETN(H),20695.0,285.0,+1.40%,0.0,20995.0,20995.0,
1285.0,QV 인버스 레버리지 은 선물 ETN(H),20675.0,240.0,+1.17%,0.0,20900.0,20900.0,
1286.0,TRUE 레버리지 플래티넘 선물 ETN,20660.0,915.0,-4.24%,0.0,20860.0,20910.0,
1287.0,HANARO 200선물인버스,11155.0,55.0,+0.50%,0.0,11110.0,11155.0,
1288.0,솔루스첨단소재2우B,10900.0,0.0,0.00%,100.0,10850.0,11300.0,
1289.0,신한 FnGuide 치킨 ETN,10290.0,40.0,+0.39%,0.0,10260.0,10335.0,
1290.0,TIGER KRX게임K-뉴딜,6425.0,175.0,-2.65%,0.0,6600.0,6620.0,
1291.0,메리츠 인버스 2X 금 선물 ETN(H),20495.0,45.0,+0.22%,0.0,20495.0,20495.0,
1292.0,KBSTAR 200선물레버리지,13660.0,70.0,-0.51%,0.0,13605.0,13965.0,
1293.0,KODEX 배당성장채권혼합,11380.0,25.0,-0.22%,0.0,11430.0,11430.0,
1294.0,신한 다우존스지수 선물 ETN(H),20395.0,100.0,-0.49%,0.0,20400.0,20405.0,
1295.0,대신 레버리지 KRX 금현물 ETN,20380.0,120.0,-0.59%,0.0,20380.0,20380.0,
1296.0,KB 천연가스 선물 ETN(H),20125.0,110.0,-0.54%,0.0,20245.0,20310.0,
1297.0,NPC우,3805.0,30.0,-0.78%,500.0,3835.0,3835.0,
1298.0,QV 블룸버그 -2X WTI원유선물 ETN,19955.0,1035.0,+5.47%,0.0,20000.0,20000.0,
1299.0,QV 인버스 레버리지 금 선물 ETN(H),19875.0,0.0,0.00%,0.0,19875.0,19875.0,
1300.0,대신 천연가스 선물 ETN(H),19865.0,145.0,-0.72%,0.0,20090.0,20290.0,
1301.0,하나 S&P 인버스 2X WTI원유 선물 ETN,19855.0,915.0,+4.83%,0.0,20045.0,20045.0,
1302.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,19825.0,930.0,+4.92%,0.0,19965.0,20010.0,
1303.0,KODEX 미국채10년선물,11570.0,60.0,-0.52%,0.0,11630.0,11630.0,
1304.0,KB S&P 인버스 2X WTI원유 선물 ETN,19645.0,625.0,+3.29%,0.0,20110.0,20110.0,
1305.0,QV iSelect 글로벌 EMP ETN(H),9785.0,0.0,0.00%,0.0,9785.0,9785.0,
1306.0,KBSTAR 글로벌4차산업IT(합성 H),17015.0,110.0,-0.64%,0.0,17140.0,17145.0,
1307.0,ACE 아시아TOP50S&P,11790.0,10.0,+0.08%,0.0,11645.0,11875.0,
1308.0,비케이탑스,904.0,0.0,0.00%,500.0,0.0,0.0,248.0
1309.0,TIGER 200동일가중,10650.0,20.0,-0.19%,0.0,10650.0,10650.0,
1310.0,넥센타이어1우B,2915.0,15.0,+0.52%,500.0,2900.0,2935.0,
1311.0,하이트진로2우B,16650.0,0.0,0.00%,5000.0,16750.0,16750.0,
1312.0,KTOP 코스피50,22295.0,40.0,-0.18%,0.0,22345.0,22535.0,
1313.0,TIMEFOLIO 이노베이션액티브,7790.0,115.0,-1.45%,0.0,7885.0,7895.0,
1314.0,코오롱우,17350.0,50.0,-0.29%,5000.0,17250.0,17650.0,
1315.0,키움 코스닥 150 ETN,9325.0,0.0,0.00%,0.0,9325.0,9325.0,
1316.0,ACE 러시아MSCI(합성),10070.0,0.0,0.00%,0.0,0.0,0.0,
1317.0,KB 인버스 2X 나스닥 100 ETN,9300.0,5.0,+0.05%,0.0,9310.0,9360.0,
1318.0,신한 K200 USD 선물 바이셀 ETN,9300.0,0.0,0.00%,0.0,9300.0,9300.0,
1319.0,메리츠 인버스 2X 국채30년 ETN,18600.0,260.0,-1.38%,0.0,19390.0,19390.0,
1320.0,TIGER 우량가치,10565.0,0.0,0.00%,0.0,10570.0,10570.0,
1321.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),18325.0,865.0,+4.95%,0.0,18395.0,18445.0,
1322.0,에이리츠,4075.0,20.0,-0.49%,5000.0,4095.0,4095.0,73.0
1323.0,TIGER 200 금융,5890.0,0.0,0.00%,0.0,5885.0,5950.0,
1324.0,SOL 국고채10년,99890.0,765.0,+0.77%,0.0,99625.0,99890.0,
1325.0,QV 레버리지 금 선물 ETN(H),18075.0,0.0,0.00%,0.0,18075.0,18075.0,
1326.0,ARIRANG 미국S&P500,10040.0,75.0,-0.74%,0.0,10095.0,10095.0,
1327.0,TRUE 인버스 2X 플래티넘 선물 ETN,18040.0,770.0,+4.46%,0.0,18025.0,18125.0,
1328.0,메리츠 레버리지 금 선물 ETN(H),17905.0,0.0,0.00%,0.0,17905.0,17905.0,
1329.0,WOORI 대한민국국고채액티브,48880.0,80.0,+0.16%,0.0,48675.0,48880.0,
1330.0,메리츠 미국 인플레이션 국채 ETN(H),8910.0,0.0,0.00%,0.0,8910.0,8910.0,
1331.0,KBSTAR 국고채3년,107750.0,80.0,-0.07%,0.0,107645.0,107750.0,
1332.0,TIGER 글로벌멀티에셋TIF액티브,9870.0,65.0,+0.66%,0.0,9960.0,9960.0,
1333.0,유유제약1우,7810.0,70.0,-0.89%,1000.0,7880.0,7980.0,
1334.0,KOSEF 미국달러선물인버스2X,5900.0,80.0,+1.37%,0.0,5860.0,5920.0,
1335.0,TIGER 미국나스닥100TR채권혼합Fn,10075.0,35.0,-0.35%,0.0,10085.0,10090.0,
1336.0,TIGER 일본엔선물,9270.0,70.0,-0.75%,0.0,9350.0,9350.0,
1337.0,KB 인버스 2X 항셍테크 선물 ETN,17590.0,5.0,+0.03%,0.0,17200.0,17650.0,
1338.0,TIGER KRX300,14600.0,45.0,-0.31%,0.0,14595.0,14600.0,
1339.0,신한 인버스 2X 구리 선물 ETN,3490.0,105.0,+3.10%,0.0,3515.0,3515.0,
1340.0,KODEX 200롱코스닥150숏선물,10880.0,115.0,+1.07%,0.0,10775.0,10880.0,
1341.0,KBSTAR 200선물인버스,6205.0,30.0,+0.49%,0.0,6250.0,6250.0,
1342.0,대신 S&P500 VIX S/T 선물 ETN,17360.0,35.0,-0.20%,0.0,17340.0,17360.0,
1343.0,LX하우시스우,16750.0,400.0,-2.33%,5000.0,17150.0,17350.0,
1344.0,KODEX 게임산업,8635.0,215.0,-2.43%,0.0,8865.0,8890.0,
1345.0,삼양홀딩스우,56800.0,0.0,0.00%,5000.0,57900.0,57900.0,
1346.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),17240.0,235.0,+1.38%,0.0,16900.0,17285.0,
1347.0,KOSEF 미국달러선물레버리지,12210.0,70.0,-0.57%,0.0,12310.0,12310.0,
1348.0,KODEX 코스피100,24570.0,10.0,+0.04%,0.0,24620.0,24780.0,
1349.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),17150.0,140.0,+0.82%,0.0,16840.0,17265.0,
1350.0,LX홀딩스1우,11700.0,200.0,+1.74%,1000.0,11500.0,11750.0,
1351.0,KODEX 미국ETF산업Top10 Indxx,11355.0,210.0,-1.82%,0.0,11440.0,11440.0
1352.0,미래에셋 Q150 Core5 ETN,8480.0,0.0,0.00%,0.0,8480.0,8480.0
1353.0,삼성 인버스 2X HSCEI ETN(H),16920.0,255.0,-1.48%,0.0,16660.0,17005.0
1354.0,메리츠 미국채10년 ETN(H),8415.0,35.0,-0.41%,0.0,8395.0,8415.0
1355.0,TRUE 인버스 2X 코스닥 150 선물 ETN,16690.0,400.0,+2.46%,0.0,16255.0,16720.0
1356.0,HANARO Fn K-POP&미디어,6950.0,120.0,-1.70%,0.0,7070.0,7115.0
1357.0,하나 인버스 2X 코스닥150 선물 ETN,16670.0,355.0,+2.18%,0.0,16215.0,16690.0
1358.0,대한제당우,2570.0,15.0,+0.59%,500.0,2575.0,2585.0
1359.0,KODEX 글로벌4차산업로보틱스(합성),15110.0,250.0,-1.63%,0.0,15215.0,15215.0
1360.0,신한 레버리지 구리 선물 ETN,16555.0,275.0,-1.63%,0.0,16505.0,16590.0
1361.0,KODEX 배당성장,12725.0,80.0,-0.62%,0.0,12800.0,12850.0
1362.0,TIGER 200 에너지화학,16180.0,90.0,-0.55%,0.0,16270.0,16450.0
1363.0,삼성 인버스 2X 코스피200 선물 ETN,16480.0,80.0,+0.49%,0.0,16460.0,16535.0
1364.0,ARIRANG 미국다우존스고배당주(합성 H),15985.0,135.0,-0.84%,0.0,16100.0,16100.0
1365.0,미래에셋 코스피200 선물 ETN,8225.0,85.0,-1.02%,0.0,8245.0,8280.0
1366.0,신한 인버스 2X 코스피 200 선물 ETN,16445.0,35.0,+0.21%,0.0,16490.0,16505.0
1367.0,KODEX 3대농산물선물(H),12730.0,10.0,-0.08%,0.0,12730.0,12770.0
1368.0,신한 코스피 200 ETN,8125.0,70.0,-0.85%,0.0,8150.0,8150.0
1369.0,대신 S&P 인버스 2X 천연가스 선물 ETN,16150.0,240.0,+1.51%,0.0,15895.0,16155.0
1370.0,대신 인버스 2X 코스닥 150 선물 ETN,16130.0,170.0,-1.04%,0.0,16180.0,16180.0
1371.0,TIGER MSCI KOREA ESG리더스,8630.0,55.0,+0.64%,0.0,8675.0,8675.0
1372.0,메리츠 블룸버그 2X 천연가스 선물 ETN(H),16000.0,140.0,-0.87%,0.0,16235.0,16235.0
1373.0,KODEX 기계장비,5765.0,30.0,+0.52%,0.0,5750.0,5825.0
1374.0,TIGER 유로스탁스배당30,11365.0,35.0,-0.31%,0.0,11380.0,11410.0
1375.0,하나 블룸버그 2X 천연가스 선물 ETN(H),15875.0,190.0,+1.21%,0.0,15825.0,15960.0
1376.0,삼성 인버스 2X 은 선물 ETN(H),1585.0,25.0,+1.60%,0.0,1600.0,1610.0
1377.0,삼성 인버스 2X 구리 선물 ETN(H),3165.0,105.0,+3.43%,0.0,3180.0,3195.0
1378.0,티와이홀딩스우,12600.0,100.0,+0.80%,500.0,12500.0,13700.0
1379.0,메리츠 인버스 2X KRX300 선물 ETN,15780.0,120.0,+0.77%,0.0,15780.0,15780.0
1380.0,KODEX 필수소비재,7170.0,25.0,-0.35%,0.0,7205.0,7205.0
1381.0,QV 인버스 레버리지 WTI원유 선물 ETN(H),105.0,5.0,+5.00%,0.0,105.0,110.0
1382.0,한화우,32550.0,200.0,-0.61%,5000.0,32000.0,32550.0
1383.0,미래에셋 코스닥150 선물 ETN,7790.0,10.0,-0.13%,0.0,7805.0,7805.0
1384.0,하나 S&P 레버리지 WTI원유 선물 ETN,15490.0,885.0,-5.40%,0.0,15495.0,15555.0
1385.0,QV 블룸버그 2X WTI원유선물 ETN,15480.0,750.0,-4.62%,0.0,15475.0,15605.0
1386.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,15470.0,870.0,-5.32%,0.0,15440.0,15590.0
1387.0,KODEX MSCI KOREA ESG유니버설,9530.0,10.0,+0.11%,0.0,9520.0,9530.0
1388.0,HANARO Fn K-게임,5335.0,145.0,-2.65%,0.0,5470.0,5470.0
1389.0,KODEX 보험,6330.0,30.0,+0.48%,0.0,6290.0,6345.0
1390.0,메리츠 미국레버리지 인플레이션국채ETN(H),7550.0,125.0,-1.63%,0.0,7530.0,7560.0
1391.0,미래에셋 레버리지 은 선물 ETN,15015.0,0.0,0.00%,0.0,15015.0,15015.0
1392.0,ACE 미국달러단기채권액티브,9965.0,5.0,-0.05%,0.0,10020.0,10020.0
1393.0,TRUE 레버리지 구리 선물 ETN,14910.0,450.0,-2.93%,0.0,14865.0,14915.0
1394.0,대신 S&P 2X 천연가스 선물 ETN,14900.0,100.0,+0.68%,0.0,14875.0,14900.0
1395.0,마이티 다이나믹퀀트액티브,10610.0,40.0,-0.38%,0.0,10680.0,10705.0
1396.0,QV S&P500 VIX S/T 선물 ETN C,7390.0,25.0,-0.34%,0.0,7370.0,7390.0
1397.0,신한 코스닥 150 ETN,7365.0,10.0,-0.14%,0.0,7390.0,7390.0
1398.0,ACE 코스닥150,10505.0,105.0,-0.99%,0.0,10640.0,10645.0
1399.0,FOCUS KRX300,14705.0,0.0,0.00%,0.0,14845.0,14845.0
1400.0,KODEX 200가치저변동,9165.0,25.0,+0.27%,0.0,9205.0,9205.0
1401.0,KODEX 다우존스미국리츠(H),11730.0,150.0,-1.26%,0.0,11820.0,11820.0
1402.0,TRUE 레버리지 은 선물 ETN,14595.0,365.0,-2.44%,0.0,14580.0,14605.0
1403.0,TRUE FTSE100 ETN,14525.0,140.0,+0.97%,0.0,14525.0,14525.0
1404.0,KBSTAR 국채선물10년인버스,54275.0,105.0,-0.19%,0.0,54560.0,54590.0
1405.0,신한 인버스 WTI원유 선물 ETN(H),2885.0,65.0,+2.30%,0.0,2900.0,2900.0
1406.0,TIGER 글로벌자원생산기업(합성 H),15990.0,185.0,-1.14%,0.0,16125.0,16125.0
1407.0,KB S&P 레버리지 WTI원유 선물 ETN(H),14315.0,815.0,-5.39%,0.0,14200.0,14445.0
1408.0,삼성 인버스 HSCEI ETN(H),14300.0,15.0,-0.10%,0.0,14300.0,14300.0
1409.0,메리츠 블룸버그 레버리지 WTI선물 ETN(H),14280.0,825.0,-5.46%,0.0,14250.0,14390.0
1410.0,QV 미국 IT TOP5 ETN(H),20390.0,5.0,+0.02%,0.0,20380.0,20390.0
1411.0,TIGER 코스닥150선물인버스,5285.0,75.0,+1.44%,0.0,5205.0,5285.0
1412.0,미래에셋 인버스 미디어엔터 Core5 ETN,14245.0,0.0,0.00%,0.0,14245.0,14245.0
1413.0,KODEX Fn시스템반도체,7465.0,5.0,+0.07%,0.0,7525.0,7595.0
1414.0,TIGER 단기선진하이일드(합성 H),11810.0,60.0,+0.51%,0.0,11810.0,11810.0
1415.0,KBSTAR 글로벌클린에너지S&P,10115.0,30.0,-0.30%,0.0,10125.0,10140.0
1416.0,메리츠 인버스 국채30년 ETN,14110.0,10.0,+0.07%,0.0,14180.0,14180.0
1417.0,신한 FnGuide 폐기물처리 ETN,7050.0,25.0,-0.35%,0.0,7065.0,7090.0
